Name,Profile URL,Signal,Location,Market,Website,Employees,Stage,Total Raised,Joining_Month,Joining_Year,latitude,longitude,date_today,Age,Country
WeBRAND,https://angel.co/company/webrand,3,Los Angeles,Crowdsourcing,http://webrand.com,1-10,Seed,450000,Jun ,01/01/2013,34.0536909,-118.2427666,03/01/2021,8,United States of America
Brisk,https://angel.co/company/brisk,3,London,Location Based Services,http://briskapp.co.uk,1-10,Seed,65000,Jun ,01/01/2013,51.5073219,-0.1276474,03/01/2021,8,England
TalkSession,https://angel.co/company/talksession,5,Honolulu,SaaS,http://www.talksession.com,1-10,,250000,Jan ,01/01/2013,21.304547,-157.8556764,03/01/2021,8,United States of America
RetentionGrid,https://angel.co/company/retentiongrid,5,Berlin,Loyalty Programs,http://retentiongrid.com,1-10,Seed,1867874,Aug ,01/01/2013,52.5170365,13.3888599,03/01/2021,8,Germany
smarterkey,https://angel.co/company/smarterkey,4,London,Vacation Rentals,http://smarterkey.com,1-10,Seed,250000,May ,01/01/2013,51.5073219,-0.1276474,03/01/2021,8,England
EnergyDeck,https://angel.co/company/energydeck,4,London,Energy Efficiency,http://www.energydeck.com,11-50,Seed,685000,Jun ,01/01/2013,51.5073219,-0.1276474,03/01/2021,8,England
TixAlert ,https://angel.co/company/tixalert,4,San Diego,iPhone,http://www.tixalert.mobi,1-10,Seed,90000,Sep ,01/01/2013,32.7174209,-117.1627714,03/01/2021,8,United States of America
Qoints,https://angel.co/company/qoints,4,Toronto,Brand Marketing,http://www.qoints.com/,1-10,Seed,540000,May ,01/01/2013,43.653963,-79.387207,03/01/2021,8,Canada
FLYR,https://angel.co/company/flyr,5,San Francisco,Finance Technology,http://flyrlabs.com/,51-200,Series B,13800000,Jan ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
Loyalis,https://angel.co/company/loyalis,4,San Francisco,Loyalty Programs,https://loyalis.co,1-10,Seed,100000,Jul ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
Jobspotting,https://angel.co/company/jobspotting,4,Berlin,Human Resources,https://jobspotting.com,11-50,Acquired,,Nov ,01/01/2013,52.5170365,13.3888599,03/01/2021,8,Germany
Easysize,https://angel.co/company/easysize,4,Copenhagen,SaaS,http://www.easysize.me,1-10,Seed,500000,Mar ,01/01/2013,55.6867243,12.5700724,03/01/2021,8,Denmark
Hakka Labs,https://angel.co/company/hakka-labs,5,San Francisco,Social Media Platforms,http://hakkalabs.co/,1-10,,,May ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
PUBLICFAST,https://angel.co/company/publicfast,5,San Francisco,Advertising Platforms,http://www.publicfast.com/,1-10,,300000,Dec ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
Eviga,https://angel.co/company/eviga,3,San Ramon,Predictive Analytics,http://www.eviga.com/#!glyqa/ctjq,1-10,,,Mar ,01/01/2013,37.7799273,-121.9780153,03/01/2021,8,United States of America
MetricsCat,https://angel.co/company/metricscat,5,Tallinn,Mobile Commerce,http://metricscat.com,1-10,Seed,20000,Mar ,01/01/2013,59.4372155,24.7453688,03/01/2021,8,Estonia
Kiwi,https://angel.co/company/kiwi-ai,5,Toronto,Artificial Intelligence,http://kiwi.ai,1-10,Seed,2500000,Aug ,01/01/2013,43.653963,-79.387207,03/01/2021,8,Canada
Cloth,https://angel.co/company/cloth,4,New York City,Big Data,http://www.clothapp.com,1-10,,,Nov ,01/01/2013,40.7127281,-74.0060152,03/01/2021,8,United States of America
beatdeck,https://angel.co/company/beatdeck,5,Los Angeles,Predictive Analytics,http://www.beatdeck.com,1-10,Seed,97000,May ,01/01/2013,34.0536909,-118.2427666,03/01/2021,8,United States of America
D square,https://angel.co/company/d-square,3,Hasselt,Manufacturing,http://www.dsquare.be,11-50,Series A,3900000,May ,01/01/2013,50.9303735,5.3378043,03/01/2021,8,Belgium
Grandata,https://angel.co/company/grandata,3,Palo Alto,Banking,http://grandata.com,11-50,Seed,1500000,Aug ,01/01/2013,37.4443293,-122.1598465,03/01/2021,8,United States of America
Outleads,https://angel.co/company/outleads,3,New York City,Lead Generation,http://www.outleads.com,1-10,Seed,30000,Nov ,01/01/2013,40.7127281,-74.0060152,03/01/2021,8,United States of America
Predikto,https://angel.co/company/predikto,4,Atlanta,Manufacturing,http://www.predikto.com,1-10,Series A,3640000,Sep ,01/01/2013,33.7490987,-84.3901849,03/01/2021,8,United States of America
QMENTA,https://angel.co/company/qmenta_inc,4,Boston,Neuroscience,http://www.qmenta.com,11-50,Seed,3000000,Jul ,01/01/2013,42.3602534,-71.0582912,03/01/2021,8,United States of America
Xendo,https://angel.co/company/xendo,4,San Francisco,Semantic Search,http://xen.do,1-10,Acquired,,Apr ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
Aureus Analytics,https://angel.co/company/aureus-analytics,4,Singapore,Banking,http://www.aureusanalytics.com,11-50,,,Aug ,01/01/2013,1.340863,103.8303918,03/01/2021,8,Singapore
COGNITUUM,https://angel.co/company/cognituum,4,New York City,Predictive Analytics,https://www.cognituum.com,1-10,,,Dec ,01/01/2013,40.7127281,-74.0060152,03/01/2021,8,United States of America
Framed Data,https://angel.co/company/framed-data,5,San Francisco,Data Mining,http://www.framed.io,1-10,Acquired,2000000,Aug ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
Ignidata,https://angel.co/company/ignidata,4,Lisbon,Advertising Platforms,http://www.ignidata.com,1-10,,,Nov ,01/01/2013,38.7077507,-9.1365919,03/01/2021,8,Portugal
tuplejump,https://angel.co/company/tuplejump,3,Hyderabad,Predictive Analytics,http://www.tuplejump.com,1-10,,,Feb ,01/01/2013,17.38878595,78.46106473,03/01/2021,8,India
Pryv,https://angel.co/company/pryv-1,5,Lausanne,Data Privacy,http://pryv.com,1-10,Seed,2385000,May ,01/01/2013,46.5218269,6.6327025,03/01/2021,8,Switzerland
Upstream Analytics,https://angel.co/company/upstream-analytics-1,4,Washington DC,Crowdsourcing,http://upstream-analytics.com,1-10,,,Oct ,01/01/2013,38.8950092,-77.0365625,03/01/2021,8,United States of America
Springbot,https://angel.co/company/springbot,5,Atlanta,Big Data Analytics,http://www.springbot.com,11-50,Series B,19000000,Jan ,01/01/2013,33.7490987,-84.3901849,03/01/2021,8,United States of America
Peptineo,https://angel.co/company/peptineo,4,Albuquerque,Nanotechnology,http://www.peptineo.com,11-50,,,Jul ,01/01/2013,35.0841034,-106.6509851,03/01/2021,8,United States of America
FlyElephant,https://angel.co/company/flyelephant,4,Odessa,High Performance Computing,http://flyelephant.net,1-10,,,Jun ,01/01/2013,46.4873195,30.7392776,03/01/2021,8,Ukraine
nanopop,https://angel.co/company/nanopop,3,Rio de Janeiro,Market Research,http://www.nanopop.com.br,1-10,,,Jul ,01/01/2013,-22.9110137,-43.2093727,03/01/2021,8,Brazil
Slemma,https://angel.co/company/slemma,4,Los Angeles,Small and Medium Businesses,https://slemma.com,11-50,,,Dec ,01/01/2013,34.0536909,-118.2427666,03/01/2021,8,United States of America
MULTICHANNEL,https://angel.co/company/multichannel-1,5,Mountain View,Advertising Platforms,http://www.multichannel.net,1-10,Seed,3000000,Nov ,01/01/2013,37.3893889,-122.0832101,03/01/2021,8,United States of America
Survmetrics,https://angel.co/company/survmetrics,5,Mountain View,Performance Marketing,http://www.survmetrics.com,1-10,Acquired,,Sep ,01/01/2013,37.3893889,-122.0832101,03/01/2021,8,United States of America
Snoobe,https://angel.co/company/snoobe,3,Montreal,Comparison Shopping,http://www.snoobe.com,1-10,Seed,390000,Jun ,01/01/2013,45.4972159,-73.6103642,03/01/2021,8,Canada
Fylet,https://angel.co/company/fylet,3,Ljubljana,,http://fylet.com,1-10,Seed,41000,Jun ,01/01/2013,46.0498146,14.5067824,03/01/2021,8,Slovenia
Goomoods,https://angel.co/company/goomoods,3,Reno,Mobile Games,http://www.goomoods.com,1-10,,,Aug ,01/01/2013,51.83706805,6.177879292,03/01/2021,8,Germany
Rubikloud ,https://angel.co/company/rubikloud,5,Toronto,Cloud Data Services,http://www.rubikloud.com,51-200,,7000000,Aug ,01/01/2013,43.653963,-79.387207,03/01/2021,8,Canada
Kipsis,https://angel.co/company/kipsis,3,London,Social Media,http://www.kipsis.com,1-10,,,Dec ,01/01/2013,51.5073219,-0.1276474,03/01/2021,8,England
Aptitude Staffing Solutions,https://angel.co/company/aptitude-staffing-solutions,4,San Francisco,Temporary Staffing,http://www.aptitudestaffing.com,,,,Jun ,01/01/2013,37.7792808,-122.4192363,03/01/2021,8,United States of America
Filament,https://angel.co/company/filamenthq,5,Reno,Industrial Automation,http://filament.com,11-50,Series A,21000000,Apr ,01/01/2013,51.83706805,6.177879292,03/01/2021,8,Germany
Bloomlife,https://angel.co/company/bloom-technologies,5,San Francisco,Women-Focused,http://www.bloomlife.com,11-50,Seed,6000000,Aug ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Lingonautics,https://angel.co/company/lingonautics,4,San Francisco,Social Media Platforms,http://www.lingonautics.com,,,,Dec ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Stylizr,https://angel.co/company/stylizr,4,Manila,Mobile Commerce,http://www.stylizrapp.com,1-10,,,Jan ,01/01/2014,14.5906216,120.9799696,03/01/2021,7,Philippines
Praedict.IO,https://angel.co/company/praedict-io,2,Miami,Investment Management,http://praedict.io,1-10,,,Aug ,01/01/2014,25.7742658,-80.1936589,03/01/2021,7,United States of America
ShopShopMe,https://angel.co/company/shopshopme,4,Dubai,Big Data,http://www.shopshopme.com,1-10,,,May ,01/01/2014,25.0750095,55.18876088,03/01/2021,7,United Arab Emirates
Dazzmobile,https://angel.co/company/dazzmobile,4,Boston,Corporate Training,http://www.dazzmobile.com,1-10,,,Dec ,01/01/2014,42.3602534,-71.0582912,03/01/2021,7,United States of America
Thoughty,https://angel.co/company/thoughty,3,Los Angeles,Social Media,http://thoughtyapp.com,1-10,,,Apr ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Wineta,https://angel.co/company/wineta,4,,Wine And Spirits,http://www.wineta.com,1-10,,,Jun ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
Square Metrics ,https://angel.co/company/beaconinside,4,Berlin,Location Based Services,https://www.squaremetrics.com,11-50,,,Dec ,01/01/2014,52.5170365,13.3888599,03/01/2021,7,Germany
OnTone,https://angel.co/company/ontone-1,3,Hamburg,Emotions,http://www.OnTone.de,1-10,,,Apr ,01/01/2014,53.550341,10.000654,03/01/2021,7,Germany
E4 Technologies,https://angel.co/company/e4-technologies,3,Pakistan,Internet of Things,http://www.e4technologies.net,11-50,,,Nov ,01/01/2014,30.3308401,71.247499,03/01/2021,7,Pakistan
Enso.fm,https://angel.co/company/enso-1,3,Sofia,Mobile Advertising,http://enso.fm,1-10,,,Dec ,01/01/2014,42.6978634,23.3221789,03/01/2021,7,Bulgaria
CityBldr,https://angel.co/company/citybldr,4,Seattle,Commercial Real Estate,http://citybldr.com,11-50,,,Jul ,01/01/2014,47.6038321,-122.3300624,03/01/2021,7,United States of America
Amida Technology Solutions,https://angel.co/company/amida,4,Washington DC,Open Source,https://www.amida.com,11-50,,,Mar ,01/01/2014,38.8950092,-77.0365625,03/01/2021,7,United States of America
Bolo Software,https://angel.co/company/bolo-software,4,San Francisco,Public Relations,http://www.BoloHQ.com,1-10,,,Sep ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
SmileyGo,https://angel.co/company/smileygo,4,San Francisco,SaaS,https://www.smileygo.net,1-10,,,Sep ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Collective[i],https://angel.co/company/collective-i-1,4,New York City,,http://www.collectivei.com,11-50,,,Oct ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Scena,https://angel.co/company/nativer-2,3,Tel Aviv-Yafo,Reviews and Recommendations,http://www.thescena.com,1-10,,,Nov ,01/01/2014,32.0804808,34.7805274,03/01/2021,7,Israel
Resumazing,https://angel.co/company/resumazing,4,Troy,Big Data,http://www.resumazing.net,1-10,,,Nov ,01/01/2014,39.95737395,26.23801746,03/01/2021,7,Turkey
ZetData,https://angel.co/company/zetdata,4,San Jose,Cloud Computing,http://www.datacanvas.io,1-10,,,Jun ,01/01/2014,37.3361905,-121.8905833,03/01/2021,7,United States of America
Suggestic,https://angel.co/company/suggestic,4,San Francisco,Augmented Reality,http://www.suggestic.com,11-50,,,Sep ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Obsessory,https://angel.co/company/obsessory,3,,Semantic Search,http://www.obsessory.com,11-50,,,Oct ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
Kono.ai,https://angel.co/company/kono,5,San Francisco,SaaS,https://kono.ai,11-50,Seed,980000,Nov ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
TaDuler,https://angel.co/company/taduler,3,Calgary,Local Services,http://www.taduler.com,1-10,Seed,221000,Sep ,01/01/2014,51.02532675,-114.0498685,03/01/2021,7,Canada
Troo.ly,https://angel.co/company/troo-ly,5,Silicon Valley,Peer-to-Peer,http://troo.ly,1-10,,,Jan ,01/01/2014,37.4429964,-122.1545229,03/01/2021,7,United States of America
FreeWire Technologies,https://angel.co/company/freewire,5,San Leandro,Electric Vehicles,http://www.freewiretech.com,11-50,Series A,16765000,Jul ,01/01/2014,37.7249296,-122.1560768,03/01/2021,7,United States of America
Inbify,https://angel.co/company/inbify,3,Puerto Rico,Hospitality,http://inbify.com/,1-10,,,Nov ,01/01/2014,18.22141715,-66.41328185,03/01/2021,7,United States of America
Jobscan,https://angel.co/company/jobscan,4,Seattle,Consumer,http://www.jobscan.co,11-50,,,Jan ,01/01/2014,47.6038321,-122.3300624,03/01/2021,7,United States of America
OMNI Retail Group,https://angel.co/company/omni-retail-group,4,Seattle,Semantic Search,http://www.omniretailgroup.com,1-10,Seed,1750000,Apr ,01/01/2014,47.6038321,-122.3300624,03/01/2021,7,United States of America
4PIA,https://angel.co/company/4pia,4,Menlo Park,Politics,http://www.4pia.com,1-10,,,Apr ,01/01/2014,37.4519671,-122.1779927,03/01/2021,7,United States of America
Horus Technology,https://angel.co/company/horus-technology,3,Milan,Computer Vision,http://horus.technology,1-10,Seed,900000,Sep ,01/01/2014,45.4668,9.1905,03/01/2021,7,Italy
DoubleMe,https://angel.co/company/doubleme,4,San Jose,Virtual Goods,http://www.doubleme.me,1-10,Seed,225000,Feb ,01/01/2014,37.3361905,-121.8905833,03/01/2021,7,United States of America
HoloBuilder,https://angel.co/company/holobuilder,4,San Francisco,Construction,https://www.HoloBuilder.com,11-50,Seed,600000,Aug ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Dotaprohub,https://angel.co/company/dotaprohub,4,Gurgaon,Statistic Analysis,http://dotaprohub.com,1-10,Acquired,115000,Aug ,01/01/2014,28.4646148,77.0299194,03/01/2021,7,India
visalyze,https://angel.co/company/visalyze,3,Innsbruck,Social Media Marketing,http://www.visalyze.com,11-50,,1485000,Jan ,01/01/2014,47.26951525,11.3971372,03/01/2021,7,Austria
MobiusBobs ,https://angel.co/company/mobiusbobs,3,Taipei,Crowdsourcing,http://www.mobiusbobs.com,1-10,,100000,Feb ,01/01/2014,25.0375198,121.5636796,03/01/2021,7,Taiwan
PingFlow,https://angel.co/company/pingflow,3,Lille,Supply Chain Management,http://www.pingflow.fr/en,11-50,,,Dec ,01/01/2014,50.6365654,3.0635282,03/01/2021,7,France
LensBricks,https://angel.co/company/lensbricks,5,San Francisco,Small and Medium Businesses,http://www.vidalife.info,1-10,Seed,1000000,Nov ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Numina,https://angel.co/company/numina,5,Brooklyn,Sensors,http://numina.co,11-50,,,May ,01/01/2014,40.6501038,-73.9495823,03/01/2021,7,United States of America
Augary,https://angel.co/company/augary,5,New York City,Computer Vision,http://www.augary.com,1-10,Seed,,Jan ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
iPourIt,https://angel.co/company/ipourit,5,,Loyalty Programs,http://www.ipouritinc.com,1-10,Seed,800000,Feb ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
Groopify,https://angel.co/company/groopify,4,Madrid,Online Dating,http://www.groopify.me/,11-50,Seed,1465000,May ,01/01/2014,40.4167047,-3.7035825,03/01/2021,7,Spain
Placenote,https://angel.co/company/verticalai,5,Kitchener,Robotics,http://placenote.com,1-10,Seed,1500000,Aug ,01/01/2014,43.453168,-80.494423,03/01/2021,7,Canada
Ingen.io,https://angel.co/company/ingen-io-1,4,Prague,Big Data,http://ingen.io,1-10,Seed,306974,Feb ,01/01/2014,50.0874654,14.4212535,03/01/2021,7,Czech Republic
Tracktics,https://angel.co/company/tracktics,3,,Tracking,http://www.tracktics.com,1-10,Seed,,Oct ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
Soundytics,https://angel.co/company/soundytics,3,Luxembourg,Retail Technology,http://soundytics.com,,Seed,150000,Nov ,01/01/2014,49.8158683,6.1296751,03/01/2021,7,Luxembourg
LinQMart,https://angel.co/company/linqmart-1,1,Bengaluru,Advertising Platforms,http://www.linqmart.com,1-10,Series A,20000,Sep ,01/01/2014,12.9791198,77.5912997,03/01/2021,7,India
Zoomer,https://angel.co/company/zoomer,5,San Francisco,Logistics,http://zoomerdelivery.com,201-500,Acquired,,Oct ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Dil Mil,https://angel.co/company/gravitygroup,5,San Francisco,Online Dating,http://dilmil.co,1-10,Acquired,4000000,May ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
AppZen,https://angel.co/company/appzen,5,San Jose,Finance Technology,http://www.appzen.com,51-200,Series C,102500000,Apr ,01/01/2014,37.3361905,-121.8905833,03/01/2021,7,United States of America
ClipMine,https://angel.co/company/clipmine,5,Palo Alto,Video,http://clipmineinc.com,1-10,Acquired,1500000,Mar ,01/01/2014,37.4443293,-122.1598465,03/01/2021,7,United States of America
Smarking,https://angel.co/company/smarking,5,San Francisco,Predictive Analytics,http://www.smarking.com,11-50,Seed,3000000,Dec ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Sutro,https://angel.co/company/sutro,5,San Francisco,Mobile Commerce,https://mysutro.com,1-10,,,Aug ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
CanvasJS,https://angel.co/company/canvasjs,3,Bengaluru,Data Visualization,http://canvasjs.com/,1-10,,,Mar ,01/01/2014,12.9791198,77.5912997,03/01/2021,7,India
Movyl,https://angel.co/company/movyl-entertainment,4,San Francisco,Digital Media,http://www.movyl.us,11-50,,,Jan ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
simMachines,https://angel.co/company/simmachines-1,4,Chicago,Bioinformatics,http://simmachines.com,1-10,,,May ,01/01/2014,41.8755616,-87.6244212,03/01/2021,7,United States of America
eCommerce,https://angel.co/company/ecommerce-6,4,Bengaluru,E-Commerce,http://worksource.wordpress.com,51-200,,,Jun ,01/01/2014,12.9791198,77.5912997,03/01/2021,7,India
GoBeMe,https://angel.co/company/gobeme,4,San Francisco,Training,http://gobe.me,11-50,Seed,800000,Feb ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Eternime,https://angel.co/company/eternime,4,San Francisco,Social Network,http://eterni.me,1-10,Seed,40000,Apr ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
moment | M,https://angel.co/company/moment-m,4,Irvine,Global,http://www.momentm.com,1-10,Seed,500000,Jun ,01/01/2014,55.6143121,-4.6655591,03/01/2021,7,United States of America
Coinigy,https://angel.co/company/coinigy,4,Milwaukee,Blockchains,https://www.coinigy.com,1-10,Seed,100000,Jun ,01/01/2014,43.0349931,-87.922497,03/01/2021,7,United States of America
Singular,https://angel.co/company/singular,3,Valencia,Augmented Reality,http://www.i-singular.com,1-10,Seed,15000,Feb ,01/01/2014,39.4699014,-0.3759513,03/01/2021,7,Spain
Aetho,https://angel.co/company/aetho,3,Savannah,Robotics,http://aetho.co,1-10,Seed,,Jun ,01/01/2014,32.0809263,-81.0911768,03/01/2021,7,United States of America
Ikarus,https://angel.co/company/ikarus-ai,3,Gurgaon,SaaS,http://ikarus.ai/,11-50,,250000,Oct ,01/01/2014,28.4646148,77.0299194,03/01/2021,7,India
Swimmo,https://angel.co/company/swimmo,3,,Fitness,http://www.swimmo.com,11-50,Seed,120000,Dec ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
Qurater,https://angel.co/company/qurater,4,Bengaluru,Ad Targeting,http://www.qurater.com,1-10,Seed,50000,Jan ,01/01/2014,12.9791198,77.5912997,03/01/2021,7,India
ROBAUTO,https://angel.co/company/robauto,3,Boulder,Robotics,http://robauto.ai,1-10,,50000,Nov ,01/01/2014,40.0149856,-105.2705456,03/01/2021,7,United States of America
getfittter,https://angel.co/company/getfittter,4,Dallas,Fitness,http://getfittter.com/,1-10,Seed,30000,Mar ,01/01/2014,32.7762719,-96.7968559,03/01/2021,7,United States of America
Datalytics,https://angel.co/company/datalytics,3,Rome,Real Time,http://www.datalytics.it,1-10,Seed,225000,Apr ,01/01/2014,41.894802,12.4853384,03/01/2021,7,Italy
Kappo,https://angel.co/company/kappo,4,Santiago,Gamification,http://www.kappo.bike,1-10,Seed,70000,Mar ,01/01/2014,-33.4377968,-70.6504451,03/01/2021,7,Chile
Gpredictive,https://angel.co/company/gpredictive,4,Hamburg,Predictive Analytics,http://www.gpredictive.com,11-50,Seed,3030000,Apr ,01/01/2014,53.550341,10.000654,03/01/2021,7,Germany
Episona,https://angel.co/company/episona,4,Los Angeles,Medical Devices,http://episona.com,1-10,Seed,1375000,Jan ,01/01/2014,34.0536909,-118.2427666,03/01/2021,7,United States of America
Crate.io,https://angel.co/company/crate-io,4,San Francisco,Databases,https://crate.io,11-50,Seed,6000000,Oct ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
FinGenius,https://angel.co/company/fingenius,3,London,Finance Technology,http://www.fingenius.com,1-10,Seed,500000,Apr ,01/01/2014,51.5073219,-0.1276474,03/01/2021,7,England
Wyzerr,https://angel.co/company/wyzerr,4,Cincinnati,Big Data Analytics,http://www.Wyzerr.com,11-50,Seed,1800000,Jul ,01/01/2014,39.1014537,-84.5124602,03/01/2021,7,United States of America
Accomplice,https://angel.co/company/accomplice,5,San Francisco,Advertising Platforms,http://www.accomplice.io,11-50,Series A,7000000,Feb ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Snips,https://angel.co/company/snips,5,Paris,Internet of Things,http://www.snips.ai,51-200,Series A,19300000,Dec ,01/01/2014,48.8566101,2.3514992,03/01/2021,7,France
Accern,https://angel.co/company/accerncorp,4,New York City,Big Data Analytics,http://www.accern.com,11-50,,4435000,Jan ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Barricade,https://angel.co/company/barricade,5,Austin,Technology,https://barricade.io,11-50,Seed,1200000,Nov ,01/01/2014,30.2711286,-97.7436995,03/01/2021,7,United States of America
Querium,https://angel.co/company/querium,4,Austin,Training,http://querium.com,1-10,Series A,2508200,Apr ,01/01/2014,30.2711286,-97.7436995,03/01/2021,7,United States of America
Kanjoya ,https://angel.co/company/kanjoya,5,San Francisco,Text Analytics,http://www.kanjoya.com,11-50,Acquired,,Apr ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Scout Finance,https://angel.co/company/scout-finance,5,New York City,Finance Technology,http://www.scoutfin.com,1-10,Acquired,3500000,Apr ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Humanrank,https://angel.co/company/humanrank,4,Redwood City,Social Recruiting,http://humanrank.us,11-50,Seed,120000,Mar ,01/01/2014,37.4863239,-122.2325233,03/01/2021,7,United States of America
Cyntient,https://angel.co/company/cyntient,4,Seattle,Mobile Games,http://www.cyntient.com,1-10,Seed,1340000,Feb ,01/01/2014,47.6038321,-122.3300624,03/01/2021,7,United States of America
Routier,https://angel.co/company/routier,4,Tel Aviv-Yafo,Advertising Platforms,http://www.routier.io,1-10,Seed,20000,Nov ,01/01/2014,32.0804808,34.7805274,03/01/2021,7,Israel
invisu.me,https://angel.co/company/invisu-me,4,Sunnyvale,Startups,http://www.invisu.me,1-10,Seed,100000,Aug ,01/01/2014,37.3688301,-122.0363496,03/01/2021,7,United States of America
Sense Chat (Sensay) ,https://angel.co/company/sensay,5,Los Angeles,Messaging,http://makesense.com,11-50,Seed,6000000,Mar ,01/01/2014,34.0536909,-118.2427666,03/01/2021,7,United States of America
LikeCharity,https://angel.co/company/likecharity,5,Raleigh,Nonprofits,http://www.likecharity.com,11-50,Seed,1250000,Jun ,01/01/2014,35.7803977,-78.6390989,03/01/2021,7,United States of America
Catalia Health,https://angel.co/company/catalia-health,5,San Francisco,Medication Adherence,http://cataliahealth.com/,11-50,Seed,7750000,Oct ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Agent Ace,https://angel.co/company/agent-ace,4,Santa Monica,Big Data Analytics,http://agentace.com,11-50,Acquired,6000000,Jan ,01/01/2014,34.0250724,-118.4965129,03/01/2021,7,United States of America
RedOwl Analytics,https://angel.co/company/redowl-analytics,5,Baltimore,Analytics,https://redowl.com/,51-200,Acquired,24500000,Feb ,01/01/2014,39.2908816,-76.610759,03/01/2021,7,United States of America
Zymergen,https://angel.co/company/zymergen,5,Emeryville,Robotics,http://zymergen.com,501-1000,Series C,576000000,Jan ,01/01/2014,37.8314089,-122.2865266,03/01/2021,7,United States of America
THRONE,https://angel.co/company/thronexyz,4,New York City,Mobile Commerce,http://www.THRONE.xyz,1-10,,,Jul ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Fundmetric,https://angel.co/company/fundmetric,4,Halifax,Nonprofits,http://www.fundmetric.com,1-10,Seed,300000,Feb ,01/01/2014,53.7229229,-1.8604874,03/01/2021,7,England
Yoco,https://angel.co/company/yoco,4,Johannesburg,Mobile Commerce,http://www.yoco.co.za,51-200,,17650000,Apr ,01/01/2014,-26.205,28.049722,03/01/2021,7,South Africa
Rollio,https://angel.co/company/rollio,4,New York City,SaaS,http://Rollioforce.com,1-10,Seed,670000,May ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
BlueFox.io,https://angel.co/company/bluefox,4,Sunnyvale,Retail,http://www.bluefox.io,11-50,Series A,7000000,Feb ,01/01/2014,37.3688301,-122.0363496,03/01/2021,7,United States of America
Appinions,https://angel.co/company/appinions-1,5,New York City,Social Media Marketing,http://www.appinions.com,11-50,Series A,5600000,Feb ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Reactful,https://angel.co/company/reactful,5,San Francisco,Predictive Analytics,http://www.Reactful.com,1-10,Seed,970000,Apr ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Neoma,https://angel.co/company/neoma-1,3,Hong Kong,Location Based Services,http://www.neoma.ai,11-50,Seed,,Nov ,01/01/2014,22.350627,114.1849161,03/01/2021,7,Hong Kong
Kontest,https://angel.co/company/kontest,3,France,Social Media Marketing,http://kontestapp.com,11-50,Seed,833500,Aug ,01/01/2014,46.603354,1.8883335,03/01/2021,7,France
UnaliWear,https://angel.co/company/unaliwear,4,Austin,Medical Devices,http://www.unaliwear.com,11-50,,4600000,Feb ,01/01/2014,30.2711286,-97.7436995,03/01/2021,7,United States of America
Kompyte,https://angel.co/company/kompyte,4,San Francisco,Marketing Research,http://www.kompyte.com,11-50,,480000,Jul ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
