Name,Profile URL,Signal,Location,Market,Website,Employees,Stage,Total Raised,Joining_Month,Joining_Year,latitude,longitude,date_today,Age,Country
Neener Analytics,https://angel.co/company/neener,4,San Jose,Social Media Marketing,http://NeenerAnalytics.com,1-10,,,Nov ,01/01/2016,37.3361905,-121.8905833,03/01/2021,5,United States of America
ReoLab,https://angel.co/company/reolab,4,San Francisco,Diagnostics,https://www.reolab.io,1-10,,,Feb ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
ThinkINside,https://angel.co/company/thinkinside,3,Eislingen,Manufacturing,http://www.thinkin.io,1-10,Seed,200000,Sep ,01/01/2016,48.6924458,9.6818539,03/01/2021,5,Germany
Altius,https://angel.co/company/altius-1,3,San Antonio,Fitness,http://www.altius.io,1-10,,,Apr ,01/01/2016,29.4246002,-98.4951405,03/01/2021,5,United States of America
Qordoba,https://angel.co/company/qordoba,5,San Francisco,SaaS,http://qordoba.com,11-50,Series B,19500000,Feb ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
Caesium,https://angel.co/company/caesium-1,3,Berlin,Productivity Software,http://www.getcaesium.com,1-10,,,Apr ,01/01/2016,52.5170365,13.3888599,03/01/2021,5,Germany
WeTheProtesters,https://angel.co/company/wetheprotesters,4,St. Louis,Politics,http://WeTheProtesters.org,1-10,,,Apr ,01/01/2016,38.6268039,-90.1994097,03/01/2021,5,United States of America
Bird.i,https://angel.co/company/bird-i,4,Glasgow,Construction,http://www.hibirdi.com,11-50,Series A,3370000,Jan ,01/01/2016,55.8611389,-4.2501672,03/01/2021,5,Scotland
MDOps,https://angel.co/company/mdops-1,3,Melville,Artificial Intelligence,http://MDOps.com,1-10,Seed,620000,Feb ,01/01/2016,50.9307241,-102.8072963,03/01/2021,5,Canada
LotaData,https://angel.co/company/lotadata,4,San Francisco,Geospatial,http://lotadata.com,1-10,,,Jun ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
SHEnetics,https://angel.co/company/shenetics,5,San Diego,Internet of Things,http://www.SHE.ai,1-10,Seed,,Apr ,01/01/2016,32.7174209,-117.1627714,03/01/2021,5,United States of America
Clear,https://angel.co/company/clear-3,4,San Francisco,Mobile Commerce,http://clear.sx,11-50,,,Feb ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
iasqu,https://angel.co/company/iasqu,4,Hoboken,Retail Technology,http://www.iasqu.com,1-10,,,May ,01/01/2016,40.7433066,-74.0323752,03/01/2021,5,United States of America
Einsite,https://angel.co/company/einsite,4,San Francisco,Construction,http://www.einsite.com,11-50,,,May ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
Finsophy PBC,https://angel.co/company/finsophy,4,Charlotte,Banking,http://www.finsophy.com,1-10,,120000,Mar ,01/01/2016,35.2270869,-80.8431268,03/01/2021,5,United States of America
ZoomThru,https://angel.co/company/zoomthru,4,San Mateo,Internet of Things,http://zoomthru.co,1-10,Seed,50000,Mar ,01/01/2016,37.496904,-122.3330573,03/01/2021,5,United States of America
H-Science,https://angel.co/company/hscience,3,New York City,Medical Devices,http://hsciencelabs.com,1-10,,,Jan ,01/01/2016,40.7127281,-74.0060152,03/01/2021,5,United States of America
frame.ai,https://angel.co/company/frame-ai,5,New York City,Customer Support Tools,http://frame.ai,1-10,Seed,3300000,Nov ,01/01/2016,40.7127281,-74.0060152,03/01/2021,5,United States of America
Skejul,https://angel.co/company/skejul,4,,Messaging,http://skejul.com,1-10,,379000,Apr ,01/01/2016,34.220389,70.3800314,03/01/2021,5,Afghanistan
Altoida,https://angel.co/company/altoida,4,Berlin,Medical Devices,http://www.altoida.com,1-10,Seed,1200000,Jun ,01/01/2016,52.5170365,13.3888599,03/01/2021,5,Germany
Notify.io,https://angel.co/company/notify-io,5,San Francisco,Messaging,http://www.notify.io,1-10,,,Jul ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
Chatalytic,https://angel.co/company/chatalytic,4,San Francisco,SaaS,http://www.chatalytic.com,1-10,Seed,,Jun ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
DroneSeed,https://angel.co/company/droneseed,5,Seattle,Industrial Automation,http://www.droneseed.co,11-50,,4820000,Jan ,01/01/2016,47.6038321,-122.3300624,03/01/2021,5,United States of America
Profiscope,https://angel.co/company/profiscope,3,San Francisco,Social Recruiting,http://www.profiscope.net,1-10,Seed,,Aug ,01/01/2016,37.7792808,-122.4192363,03/01/2021,5,United States of America
TravelBala,https://angel.co/company/travelbala,3,Taipei,Hospitality,http://www.travelbala.com,1-10,,,Apr ,01/01/2016,25.0375198,121.5636796,03/01/2021,5,Taiwan
Suggestv,https://angel.co/company/suggestv,3,London,Semantic Search,http://suggestv.io,1-10,Seed,1045000,Mar ,01/01/2016,51.5073219,-0.1276474,03/01/2021,5,England
RealBlocks,https://angel.co/company/realblocks,4,New York City,Blockchains,http://realblocks.com,1-10,Seed,3700000,Apr ,01/01/2016,40.7127281,-74.0060152,03/01/2021,5,United States of America
WallSensor Technologies,https://angel.co/company/wallsensor-technologies,1,Israel,Internet of Things,http://www.wallsensor.com,1-10,,,Apr ,01/01/2016,30.8760272,35.0015196,03/01/2021,5,Israel
Eyeware,https://angel.co/company/eyeware,4,Lisbon,Robotics,http://eyeware.tech,1-10,Seed,1900000,Mar ,01/01/2016,38.7077507,-9.1365919,03/01/2021,5,Portugal
Second Stage,https://angel.co/company/second-stage,1,Munich,Sports,http://None,1-10,,,May ,01/01/2016,48.1371079,11.5753822,03/01/2021,5,Germany
Myndata,https://angel.co/company/myndata,2,Milan,Data Mining,http://www.myndata.cloud,1-10,,,May ,01/01/2016,45.4668,9.1905,03/01/2021,5,Italy
Still Human Robotics,https://angel.co/company/still-human-1,2,Cergy,Robotics,http://cyborg-vegetal.fr,1-10,,,Jan ,01/01/2016,49.0527528,2.0388736,03/01/2021,5,France
SuperCareer.com,https://angel.co/company/supercareer,2,New York City,Human Resources,https://SuperCareer.com,11-50,,,Feb ,01/01/2016,40.7127281,-74.0060152,03/01/2021,5,United States of America
Cobrainer,https://angel.co/company/cobrainer-gmbh,3,Munich,Big Data Analytics,http://www.cobrainer.com,11-50,,,Mar ,01/01/2016,48.1371079,11.5753822,03/01/2021,5,Germany
Giftpack,https://angel.co/company/giftpack,3,Sydney,Share Economy,https://giftpack.io,11-50,,,Jun ,01/01/2016,-33.8548157,151.2164539,03/01/2021,5,Australia
Ohmelon,https://angel.co/company/ohmelon,3,Mexico City,Groceries,http://www.ohmelon.com,1-10,,,Jan ,01/01/2016,19.4326009,-99.1333416,03/01/2021,5,Mexico
getartwork,https://angel.co/company/getartwork,2,Rotterdam,Algorithms,https://get-art.work,1-10,,,Apr ,01/01/2016,51.9228934,4.4631786,03/01/2021,5,Netherlands
Deedabase,https://angel.co/company/deedabase,4,Austin,Oil and Gas,http://www.deedabase.com,1-10,,,Jul ,01/01/2016,30.2711286,-97.7436995,03/01/2021,5,United States of America
Uni Software Productions,https://angel.co/company/uni-software-productions,2,Canada,Developer Tools,http://www.usp.tech,1-10,,,May ,01/01/2016,61.0666922,-107.9917071,03/01/2021,5,Canada
IDVigil,https://angel.co/company/idvigil,4,Agoura Hills,Data Visualization,http://idvigil.com,1-10,,100000,Jan ,01/01/2016,34.14791,-118.7657042,03/01/2021,5,United States of America
Connection Labs,https://angel.co/company/peper,4,Taipei,China Internet,http://www.cnct.co,11-50,Seed,400000,Jan ,01/01/2016,25.0375198,121.5636796,03/01/2021,5,Taiwan
Datasnap.io,https://angel.co/company/datasnap-io,4,San Francisco,Retail Technology,http://www.datasnap.io,,Seed,1300000,Aug ,01/01/2017,37.7792808,-122.4192363,03/01/2021,4,United States of America
Glint,https://angel.co/company/glint,5,Redwood City,Human Resources,http://www.glintinc.com,51-200,Acquired,50700000,Mar ,01/01/2017,37.4863239,-122.2325233,03/01/2021,4,United States of America
Logyc,https://angel.co/company/logyc,3,Silicon Valley,Manufacturing,http://www.logyc.co,11-50,,,Feb ,01/01/2017,37.4429964,-122.1545229,03/01/2021,4,United States of America
deepomatic,https://angel.co/company/deepomatic,4,Paris,Computer Vision,http://www.deepomatic.com,11-50,,,Jul ,01/01/2017,48.8566101,2.3514992,03/01/2021,4,France
Quarrio ,https://angel.co/company/quarrio,3,Berkeley,Big Data Analytics,http://www.quarrio.com,1-10,,2100000,Aug ,01/01/2017,37.8708393,-122.2728639,03/01/2021,4,United States of America
TeamScience,https://angel.co/company/crewspark,4,New York City,Predictive Analytics,https://www.teamscience.com,1-10,,,May ,01/01/2018,40.7127281,-74.0060152,03/01/2021,3,United States of America
"N&C, Inc ",https://angel.co/company/n-c-inc,3,Baltimore,Government Innovation,http://www.Regendus.com,1-10,,684000,Feb ,01/01/2018,39.2908816,-76.610759,03/01/2021,3,United States of America
