market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,percentile,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
"'advertising', 'marketing', 'media'",'web app',Privately,Low company activity detected,17 Jul 20,~9.4k,11-50,'Hammad Akbar',Pre,"'b2c', 'b2b', 'subscription'",999,9,Self,https://keevi.io/?ref=startuptracker,'Keevi lets you repurpose any content in many formats within Minutes','Keevi',June 30 2020,London UK,https://startuptracker.io,504.5k
"'communication', 'social networks', 'messaging'",'web app',Publicly,No recent company activity detected,11 Jul 20,~2.5k,2,'Rob Clarke',Pre,"'b2c', 'free to use'",26,9,Self,https://deets.co?ref=startuptracker,'Create hosted personal about pages with a powerful editor','Deets.co',July 10 2020,Gravesend UK,https://producthunt.com/posts/deets-co,1.9m
"'education', 'hr and recruitment', 'blockchain'","'service', 'web app'",Pre,High company activity detected,30 Jun 20,~2.8k,3,'Sensitrust',Pre,"'b2c', 'b2b', 'free to use', 'commission', 'sales', 'subscription'",1.8k,9,Undisclosed,https://www.sensitrust.io/?ref=startuptracker,"'Sensitrust develops a platform where customers and professionals get in touch, strengthen their network, make deals and design new projects.'",'Sensitrust',December 18 2019,London UK,https://www.crunchbase.com/organization/sensitrust,1.7m
"'advertising', 'design', 'marketing', 'productivity'",'web app',Publicly,No recent company activity detected,5 Jun 20,0,2,'MediaMarkup',Pre,"'b2b', 'freemium', 'subscription'",51,9,Undisclosed,https://www.mediamarkup.com?ref=startuptracker,"'Online collaboration, markup and approval for PDF, Image and Video files.'",'MediaMarkup',January 1 2018,New Malden UK,https://betalist.com/startups/mediamarkup,0
"'other', 'design', 'manufacturing', 'hardware'","'hardware', 'service'",Pre,High company activity detected,15 May 20,~2.6k,101-250,'Skyrora',Pre,"'b2b', 'other', 'sales'",7.5k,9,$11.6m,https://www.skyrora.com/?ref=startuptracker,"'Skyrora is a launch services provider dedicated to delivering small satellites into orbit in a responsive, versatile, eco-friendly manner.'",'Skyrora',June 22 2017,Edinburgh UK,https://www.crunchbase.com/organization/skyrora-ltd,1.8m
"'automotive', 'governmental', 'insurance', 'medical'","'desktop app', 'service'",Publicly,High company activity detected,13 May 20,~1.8k,11-50,'safepassme',Post,"'b2b', 'sales', 'subscription'",201,9,Undisclosed,https://safepass.me?ref=startuptracker,'safepass.me is dedicated to help you identify and eliminate the use of breached passwords.','safepass.me',January 1 2018,London UK,https://producthunt.com/posts/pwncheck,2.5m
"'e commerce', 'entertainment', 'finance', 'productivity'",'web app',Publicly,Sourced by Startup Tracker,5 May 20,Undisclosed,3,,Pre,"'b2c', 'b2b', 'free to use', 'commission', 'affiliation'",9,9,Undisclosed,http://www.jungly.co.uk?ref=startuptracker,'Jungly makes it easy to manage and discover subscription services; removing stress for users and saving them money','Jungly',January 1 2020,London UK,https://www.crunchbase.com/organization/jungly,0
"'finance', 'insurance'","'mobile app', 'web app'",Publicly,No recent company activity detected,30 Apr 20,~641,5-10,'Per Frennbro',Pre,"'b2b', 'commission'",94,9,Undisclosed,https://www.betald.com?ref=startuptracker,'Autmatic invoice factoring','BETALD',July 10 2016,London UK,https://www.crunchbase.com/organization/betald,7.2m
"'advertising', 'communication', 'e commerce', 'marketing'",'web app',Publicly,Sourced by Startup Tracker,18 Apr 20,~2.6k,2,'gayla hardway',Pre,"'b2b', 'subscription'",3,9,Self,https://verimail.io?ref=startuptracker,'Email address verification','Verimail',August 31 2019,London UK,https://crunchbase.com/organization/verimail,1.8m
"'productivity', 'security', 'startups'",'web app',Publicly,No recent company activity detected,11 Mar 20,1,1,'Ross Oliver',Pre,"'b2b', 'subscription'",1,9,Undisclosed,https://sivvy.net?ref=startuptracker,'Is your business suffering from spaghetti SaaS? Let Sivvy get a handle on user access to your business resources.','Sivvy',March 2 2020,Edinburgh UK,https://startuptracker.io,0
'finance',"'mobile app', 'service', 'web app'",Publicly,High company activity detected,11 Mar 20,~2.3k,5-10,'Finverity',Post,"'b2b', 'b2g', 'commission', 'subscription'",69,9,$1.1m,https://finverity.com?ref=startuptracker,'Finverity is a cross-border supply chain finance platform for mid-market.','Finverity',September 11 2017,London UK,https://crunchbase.com/organization/finverity,2.1m
"'governmental', 'hr and recruitment', 'retail', 'accounting and legal'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,9 Mar 20,~34.8k,11-50,'Clear Review – an @Advanced company',Post,"'b2b', 'other', 'sales'",461,9,$4m,http://clearreview.com?ref=startuptracker,'Proven Continuous Performance Management Software','Clear Review',January 1 2016,London UK,https://www.crunchbase.com/organization/clear-review,137.2k
'productivity','service',Publicly,High company activity detected,7 Mar 20,~9.5k,4,"'Andrew Davison', 'Teacher Finder'",Pre,"'b2b', 'sales'",620,9,Self,https://www.luhhu.com?ref=startuptracker,"""We're Zapier experts and help businesses automate their processes.""",'Luhhu',December 15 2018,London UK,https://startuptracker.io,497.6k
"'other', 'design', 'e commerce', 'marketing'","'other', 'desktop app', 'mobile app', 'service'",Publicly,No recent company activity detected,13 Jan 20,~52k,11-50,'Yannis Karampelas',Pre,"'b2b', 'sales', 'subscription'",412,9,Undisclosed,https://www.userfeel.com/?ref=startuptracker,'Userfeel.com is the usability testing tool that gives you videos of real users speaking their thoughts as they use your website or app','Userfeel',December 31 2009,London UK,https://www.crunchbase.com/organization/userfeel,92.1k
'startups','web app',Publicly,High company activity detected,6 Jan 20,0,1,'foundergiant.com',Pre,"'b2b', 'free to use', 'subscription'",50,9,Self,https://www.foundergiant.com/?ref=startuptracker,'Find a cofounder for your business idea or join an existing startup. Create your own virtual startup and attract cofounders.','Foundergiant',September 30 2019,Brighton UK,https://producthunt.com/posts/foundergiant,0
"'finance', 'accounting and legal'","'desktop app', 'service'",Publicly,High company activity detected,18 Dec 19,~2k,11-50,,Post,"'b2b', 'commission'",See,9,Undisclosed,https://collectionhub.com/?ref=startuptracker,'We match global companies with a network of 400 debt collection agencies in 130 countries','Collection Hub',April 29 2017,London UK,https://www.crunchbase.com/organization/collection-hub,2.3m
"'finance', 'governmental', 'security', 'medical'","'desktop app', 'service'",Publicly,High company activity detected,27 Nov 19,~1.8k,5-10,"'raveendra', 'James'",Post,"'b2b', 'subscription'",201,9,Undisclosed,https://safepass.me?ref=startuptracker,'safepass.me is dedicated to help you identify and eliminate the use of breached passwords.','safepassme',January 1 2018,London UK,https://producthunt.com/posts/pwncheck,2.5m
"'communication', 'productivity', 'social networks', 'startups'",'web app',Publicly,Sourced by Startup Tracker,20 Nov 19,Undisclosed,2,,Pre,"'b2c', 'b2b', 'other', 'free to use', 'advertising'",9,9,Undisclosed,https://clunkk.com/?ref=startuptracker,"'A free social project management platform, that combines project management, networking, and a company/tool directory.'",'Clunkk',December 20 2018,London UK,https://startuptracker.io,0
"'advertising', 'e commerce', 'marketing', 'sales'",'web app',Publicly,No recent company activity detected,18 Nov 19,~554,1,'PushReact',Pre,"'b2b', 'subscription'",7,9,Self,https://pushreact.com/?ref=startuptracker,'Increases traction on websites by using social proof and urgency notifications','Push React',August 31 2019,London UK,https://startuptracker.io,8.3m
'finance','web app',Publicly,High company activity detected,17 Nov 19,~41.5k,5-10,'Bitcompare',Pre,"'b2c', 'advertising', 'affiliation'",7.1k,9,Self,https://www.bitcompare.net?ref=startuptracker,'A comparison site for the crypto industry','Bitcompare',March 6 2019,London UK,https://startuptracker.io,115.1k
'food and beverages','web app',Publicly,Low company activity detected,13 Nov 19,~2.7k,5-10,'Mealz',Pre,"'b2b', 'subscription'",520,9,Undisclosed,http://business.mealz.com?ref=startuptracker,'Mealz is a SaaS platform that allows food brands to create recipe hubs and excel at recipe marketing.','Mealz',January 1 2019,London UK,https://crunchbase.com/organization/mealz,1.7m
"'design', 'education', 'entertainment', 'events'",'web app',Pre,High company activity detected,12 Nov 19,0,2,"'Hatsumi', 'Sarah Ticho'",Pre,"'b2b', 'subscription'",1.1k,9,Undisclosed,https://www.hatsumivr.com/?ref=startuptracker,"'We are a research and design studio exploring the intersection of arts, health and immersive technology.'",'Hatsumi',May 19 2018,Brighton UK,https://startuptracker.io,0
"'finance', 'productivity', 'startups', 'accounting and legal', 'marketing'","'desktop app', 'mobile app', 'web app'",Publicly,No recent company activity detected,4 Nov 19,0,11-50,,Post,"'b2c', 'b2b', 'free to use', 'freemium'",See,9,Undisclosed,https://moneypex.co.uk/?ref=startuptracker,'Moneypex is an affordable and powerful solution for business owners to keep track of their business finances.','Moneypex',March 12 2019,Birmingham UK,https://www.crunchbase.com/organization/moneypex,0
"'advertising', 'communication', 'marketing', 'startups'",'desktop app',Publicly,Low company activity detected,29 Oct 19,~1.4k,2,'Emma Westley ☘️🇪🇺',Pre,"'b2b', 'free to use', 'subscription'",See,9,Self,https://www.immerj.io?ref=startuptracker,'Create Your Next Marketing Plan in Minutes!','immerj',January 1 2019,London UK,https://www.producthunt.com/posts/immerj?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,3.4m
"'communication', 'marketing', 'productivity', 'content'",'web app',Publicly,No recent company activity detected,14 Oct 19,~545,4,"'Felix for Content Makers', 'James'",Pre,"'b2c', 'b2b', 'free to use', 'subscription'",102,9,Undisclosed,https://www.gofelix.ai?ref=startuptracker,"'Felix transforms your content & posts into video trailers, story slideshows and audio clips instantly!'",'Felix',September 30 2019,London UK,https://www.crunchbase.com/organization/felix-d396,8.5m
"'data', 'marketing', 'startups', 'software dev'",'web app',Publicly,Sourced by Startup Tracker,7 Oct 19,~5.7k,1,'Adil BEK',Pre,"'b2c', 'b2b', 'free to use', 'subscription'",See,9,Undisclosed,https://veriphone.io?ref=startuptracker,"'Veriphone is a phone number verification API.It will parse, format and validate phone numbers for all countries of the world.'",'Veriphone',February 28 2019,London UK,https://crunchbase.com/organization/veriphone,819.9k
"'productivity', 'hr and recruitment', 'social networks'","'mobile app', 'web app'",Publicly,High company activity detected,23 Sep 19,~7k,5-10,'Ed Johnson',Post,"'b2c', 'b2b', 'free to use', 'subscription'",477,9,Undisclosed,https://www.pushfar.com?ref=startuptracker,"'Find a mentor, volunteer to mentor others, set career goals, network and grow professionally.'",'PushFar',December 31 2017,London UK,https://www.crunchbase.com/organization/pushfar,671k
"'communication', 'education', 'events', 'startups'","'desktop app', 'mobile app', 'web app'",Publicly,No recent company activity detected,16 Sep 19,~2.8k,5-10,'Hypersay - Live interactive presentations',Pre,"'b2c', 'b2b', 'b2g', 'free to use', 'freemium', 'subscription'",1.5k,9,Undisclosed,http://hypersay.com?ref=startuptracker,'Goodbye old slides. Hello interactions!','hypersay',January 3 2015,London UK,https://www.crunchbase.com/organization/hypersay,1.7m
"'data', 'finance', 'accounting and legal', 'ai'",'web app',Publicly,No recent company activity detected,31 Aug 19,0,4,,Pre,"'b2b', 'subscription'",See,9,Undisclosed,http://teebly.co?ref=startuptracker,"'Teebly is the simple, secure way to manage important communications between companies and their clients from A to Z using the power of AI.'",'Teebly',March 1 2017,London UK,https://www.crunchbase.com/organization/teebly,0
"'analytics', 'productivity', 'accounting and legal', 'content'",'web app',Publicly,No recent company activity detected,27 Aug 19,~2.2k,5-10,'Pitchroom',Post,"'b2c', 'free to use', 'subscription'",4,9,Undisclosed,https://pitchroom.io?ref=startuptracker,"'Manageable Virtual Data Room with ACL, watermarking and custom invite only guest list.'",'Pitchroom',July 3 2017,London UK,https://www.crunchbase.com/organization/pitchroom,2.1m
"'other', 'finance', 'gaming', 'startups'","'desktop app', 'service', 'web app'",Publicly,No recent company activity detected,22 Aug 19,~748,2,"'Sponsor Made', 'Rupert Hadlow', 'Dino Zamparelli'",Pre,"'b2b', 'free to use'",46,9,Undisclosed,https://www.sponsormade.com?ref=startuptracker,"'Sponsor Made is a Sport / Esport Sponsorship Platform that allows brands to find, analyse, and compare global opportunities.'",'Sponsor Made',August 11 2019,London UK,https://crunchbase.com/organization/sponsor-made,6.2m
"'hr and recruitment', 'startups'","'mobile app', 'web app'",Privately,No recent company activity detected,15 Aug 19,~649,2,"'Paul Roberts', 'Instantcart'",Pre,"'b2b', 'subscription'",87,9,Undisclosed,https://www.nomify.me?ref=startuptracker,"'Nomify is an app that connects you to your employees. Recognize co-workers, issue documents, share news & events and book time off'",'Nomify - The Employee App',May 31 2019,Leeds UK,https://crunchbase.com/organization/nomify,7.1m
"'media', 'content'",'web app',Publicly,High company activity detected,15 Aug 19,~635.4k,2,'Sabba Keynejad',Pre,"'b2c', 'free to use', 'freemium'",1.4k,9,Self,http://veed.io?ref=startuptracker,'Simple Online Video Editing','VEED',July 31 2018,London UK,https://www.crunchbase.com/organization/veed-3a95,7.7k
"'hr and recruitment', 'startups'","'mobile app', 'web app'",Publicly,Low company activity detected,7 Aug 19,~9.1k,5-10,,Post,"'b2c', 'b2b', 'free to use', 'sales'",See,9,Undisclosed,https://www.thejobauction.com?ref=startuptracker,'Job Board and Auction Platform for Jobs and Skills','The Job Auction',February 14 2018,London UK,https://www.crunchbase.com/organization/the-job-auction,517.9k
"'data', 'design', 'software dev'",'web app',Privately,High company activity detected,5 Aug 19,~3.6k,5-10,'Peter Parkes',Pre,"'b2b', 'freemium', 'subscription'",87,9,Undisclosed,https://www.qualdesk.com?ref=startuptracker,'Making user research quicker and better','Qualdesk',April 27 2018,London UK,https://crunchbase.com/organization/qualdesk,1.3m
"'health', 'medical'",'mobile app',Publicly,High company activity detected,28 Jul 19,~3.2k,5-10,'Patrick Samy',Pre,"'b2c', 'b2b', 'sales', 'subscription'",797,9,Undisclosed,http://www.span.health?ref=startuptracker,'Remote care treatment for remission of type 2 diabetes','Span',January 10 2018,London UK,https://crunchbase.com/organization/span-health,1.5m
"'finance', 'hr and recruitment', 'travel', 'hospitality'",'mobile app',Pre,No recent company activity detected,24 Jul 19,0,11-50,"'Craig Unsworth', 'Urchana Moudgil'",Pre,"'b2b', 'subscription'",1.2k,9,Undisclosed,http://upgradepack.com?ref=startuptracker,"'Transforming how flight and hotel upgrades are attained, to bring our clients the ultimate loyalty benefit.'",'Upgrade Pack',June 24 2018,London UK,https://www.crunchbase.com/organization/upgrade-pack,0
"'iot', 'manufacturing', 'hardware', 'medical'","'hardware', 'physical goods'",Publicly,High company activity detected,24 Jul 19,0,11-50,"'Dr Dave Hughes', 'Richard cooper'",Post,"'b2c', 'b2b', 'sales'",452,9,Undisclosed,http://www.novosound.net?ref=startuptracker,'Novosound sells sensors that push the limits of ultrasonic imaging and measurement.','novosound',April 5 2018,Glasgow UK,https://www.crunchbase.com/organization/novosound,0
"'analytics', 'finance', 'startups', 'messaging'","'service', 'web app'",Privately,No recent company activity detected,16 Jul 19,~580,3,"'Daniel Kempe 🔥', 'Matthew Spurr 〽️', 'Peter', 'Quuu'",Pre,"'b2b', 'freemium', 'subscription'",2,9,Self,https://revively.co?ref=startuptracker,'Automate your Stripe dunning process by sending reminders with an easy way for your users to update their payment details','Revively',June 30 2019,Bristol UK,https://producthunt.com/posts/revively-2,8m
"'health', 'hr and recruitment', 'events'","'mobile app', 'web app'",Privately,High company activity detected,25 Jun 19,~1.4k,2,"'Amnon Kruvi', 'Sirenum'",Pre,"'b2b', 'subscription'",75,9,Self,http://www.isimio.com?ref=startuptracker,'Scheduling for any date/time data with instant compliance check and matching algorithms','Isimio',January 1 2019,London UK,https://betalist.com/startups/isimio,3.4m
"'analytics', 'data', 'ai', 'software dev'","'service', 'web app'",Publicly,High company activity detected,20 Jun 19,~3.2k,2,"'Codeac.io', 'Michal Šimon', 'Jiří Škorpil'",Pre,"'b2b', 'free to use', 'subscription'",56,9,Undisclosed,https://www.codeac.io?ref=startuptracker,'Codeac helps developers fight technical debt and deliver better code faster.','Codeac',April 18 2019,London UK,https://betalist.com/startups/codeac,1.5m
'startups','service',Publicly,High company activity detected,16 Jun 19,~1.1k,3,"'Jeremiah Smith', 'Yury Oparin', 'Csongor Bokay', 'Flashbackr', 'Startup Tracker', 'Away for iOS', 'Startup Tracker 2.0', 'CrazyCall', 'MBA master'",Post,"'b2c', 'free to use', 'advertising'",8.4k,9,Self,https://thetechmemo.com?ref=startuptracker,'A weekly 1-min summary of top tech news for busy founders and techies','The Tech Memo',June 30 2018,London UK,https://www.producthunt.com/posts/the-tech-memo?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,4.1m
"'analytics', 'data', 'productivity', 'startups'","'other', 'web app'",Publicly,High company activity detected,14 Jun 19,~12.5k,3,"'Jeremiah Smith', 'Csongor Bokay', 'Flashbackr', 'The DX Network'",Pre,"'b2c', 'b2b', 'free to use'",8.9k,9,$150k,https://startuptracker.io/?ref=startuptracker,'Track startups from MVP to IPO','Startup Tracker',March 31 2015,London UK,https://www.crunchbase.com/organization/startup-tracker,379.9k
"'communication', 'data', 'startups', 'messaging'",'web app',Publicly,No recent company activity detected,4 Jun 19,~1.9k,11-50,'Migration Monster',Pre,"'b2c', 'b2b', 'free to use', 'subscription'",7,9,Self,https://www.migration-monster.com?ref=startuptracker,'Email Migration Tool for Office 365 & MS Exchange','Migration Monster',January 31 2015,Surrey UK,https://crunchbase.com/organization/migration-monster,2.4m
"'communication', 'data', 'startups', 'messaging'",'web app',Publicly,No recent company activity detected,4 Jun 19,~1.9k,11-50,'Migration Monster',Pre,"'b2c', 'b2b', 'free to use', 'subscription'",7,9,Self,https://www.migration-monster.com?ref=startuptracker,'Email Migration Tool for Office 365 & MS Exchange','David Sturges',January 31 2015,Surrey UK,https://crunchbase.com/organization/migration-monster,2.4m
"'other', 'food and beverages'","'desktop app', 'mobile app'",Privately,No recent company activity detected,30 May 19,~665,2,'COGZ',Pre,"'b2b', 'commission'",490,9,Self,https://cogz.co/?ref=startuptracker,'COGZ enables farmers and growers to sell their surplus and imperfect produce directly to trade buyers.','COGZ',November 1 2018,London UK,https://crunchbase.com/organization/cogz,6.9m
"'startups', 'accounting and legal', 'ai', 'software dev'",'web app',Publicly,High company activity detected,30 May 19,0,5-10,'Claimer',Post,"'b2c', 'b2b', 'sales'",151,9,Undisclosed,https://www.claimer.io/?ref=startuptracker,'Help startups claim back up to 33% of their software development (or other costs) under the R&D Tax Credit scheme.','Claimer',January 1 2019,London UK,https://www.crunchbase.com/organization/claimer,0
"'governmental', 'ai', 'big data', 'software dev'","'desktop app', 'mobile app'",Pre,High company activity detected,29 May 19,~1.6k,4,'CityMaaS',Pre,"'b2c', 'b2b', 'b2g', 'free to use', 'commission', 'advertising', 'affiliation', 'freemium', 'sales', 'subscription'",441,9,Undisclosed,https://citymaas.io/?ref=startuptracker,"'A self-adaptive platform enabling digitally optimised, efficient travel for people with limited mobility from A to B in smart cities.'",'CityMaaS',May 31 2018,London UK,https://crunchbase.com/organization/citymaas,3m
"'entertainment', 'media', 'retail', 'content'","'mobile app', 'service'",Publicly,No recent company activity detected,29 May 19,~1.1k,5-10,"'Tom Charman', 'Olivia Higgs', 'Kurt Henderson'",Post,"'b2c', 'b2b', 'subscription'",1.2k,9,Undisclosed,https://www.usenava.com?ref=startuptracker,'NAVA is a dependable city exploration application to personalise content based on individual preferences and interests.','NAVA',March 15 2017,London UK,https://www.crunchbase.com/organization/nava-3,4.1m
"'entertainment', 'manufacturing', 'startups', 'sales'",'web app',Privately,High company activity detected,28 May 19,~20.8k,5-10,'Enterprise League',Pre,"'b2b', 'free to use'",1.4k,9,Self,https://enterpriseleague.com?ref=startuptracker,'Enterprise League is a Business Platform for Small and Medium Sized Companies','Enterprise League',April 6 2018,London UK,https://www.crunchbase.com/organization/enterprise-league,228.5k
'finance','web app',Publicly,High company activity detected,27 May 19,~12k,5-10,"'Oleg Giberstein', 'Gabriele Musella ▲'",Pre,"'b2c', 'freemium'",6.4k,9,Undisclosed,http://coinrule.io?ref=startuptracker,'Coinrule is a beginner-friendly and safe platform to send automated trading instructions to your favourite exchanges','Coinrule',March 19 2018,London UK,https://www.crunchbase.com/organization/coinrule,394.3k
"'hr and recruitment', 'startups', 'software dev'",'web app',Publicly,High company activity detected,27 May 19,0,2,'JT',Pre,"'b2c', 'b2b', 'free to use', 'advertising'",988,9,Undisclosed,https://remotecircle.com/?ref=startuptracker,'Work at home jobs.','Remote Circle',April 3 2018,Edinburgh UK,https://www.crunchbase.com/organization/remote-circle,0
"'finance', 'blockchain'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,24 May 19,~15.3k,11-50,'Copper',Pre,'other',2.8k,9,Undisclosed,https://copper.co?ref=startuptracker,'Secure custody and prime brokerage of digital assets','Copper',January 1 2018,London UK,https://www.crunchbase.com/organization/copper-05c5,309.3k
'travel','web app',Publicly,No recent company activity detected,18 May 19,~649,3,'Japan Rail Planner',Post,"'b2c', 'free to use', 'affiliation', 'freemium'",30,9,Self,https://japanrailplanner.com?ref=startuptracker,'A free tool for planning rail trips around Japan','Japan Rail Planner',April 27 2019,Leeds UK,https://producthunt.com/posts/japan-rail-planner,7.1m
"'health', 'social networks'","'mobile app', 'web app'",Privately,No recent company activity detected,15 May 19,0,5-10,'Andrew Burton',Pre,"'b2c', 'b2b', 'freemium'",549,9,Undisclosed,https://www.tona.fit/?ref=startuptracker,"'Tona is a new workout app built for gym users. We let our users plan and record any workout, track their progress and compete'",'Tona',July 5 2018,London UK,https://crunchbase.com/organization/tona-ltd,0
"'e commerce', 'finance', 'blockchain', 'accounting and legal'",'service',Privately,High company activity detected,9 May 19,~2.6k,1,'Zeeshan Mallick',Pre,"'b2b', 'freemium', 'sales'",See,9,Undisclosed,https://youyaa.com/?ref=startuptracker,'AI powered programmatic marketing (very smart display advertising).','YouYaa',November 16 2017,London UK,https://www.crunchbase.com/organization/youyaa-ltd,1.8m
"'communication', 'marketing', 'sales', 'software dev'",'web app',Publicly,No recent company activity detected,3 May 19,0,2,'Billy Hadlow',Pre,"'b2b', 'freemium', 'subscription'",34,9,Undisclosed,https://stackmash.com?ref=startuptracker,'Stackmash keeps you and your team in sync with notifications for events happening inside your app or website','Stackmash',February 10 2019,Norwich UK,https://crunchbase.com/organization/stackmash,0
"'analytics', 'data', 'insurance', 'ai'",'service',Privately,No recent company activity detected,3 May 19,~669,11-50,"'IMGeospatial, World Geo Startup of the Year 2019', 'IMG AI Ltd'",Pre,"'b2b', 'sales', 'subscription'",447,9,Undisclosed,http://www.imgeospatial.com?ref=startuptracker,"'IMGeospatial creates market-leading data intelligence products via machine learning, AI and more for multiple industries, globally.'",'IMGeospatial',August 14 2015,Slough UK,https://www.crunchbase.com/organization/imgeospatial,6.9m
"'advertising', 'marketing', 'startups'",'web app',Publicly,No recent company activity detected,3 May 19,~26.2k,3,'HYPERISE',Pre,"'b2b', 'subscription'",39,9,Self,http://hyperise.com?ref=startuptracker,"'Create dynamic images that personalize to your email recipients and website visitors, on the fly.'",'HYPERISE',April 30 2019,Nottingham UK,https://startuptracker.io,181.5k
'consulting','service',Publicly,No recent company activity detected,1 May 19,0,1,'Winning Habits',Pre,"'b2c', 'free to use', 'advertising', 'affiliation', 'subscription'",45,9,Undisclosed,https://highandwise.com?ref=startuptracker,"'We are a magazine that highlights opportunities to run your own business, and ways to develop you and your business.'",'High and Wise',February 1 2019,Bath UK,https://startuptracker.io,0
"'data', 'media', 'content'",'web app',Publicly,High company activity detected,25 Apr 19,0,1,'Chris Southam',Pre,"'b2c', 'subscription'",23,9,Undisclosed,https://www.kemento.com?ref=startuptracker,'Your life stories... captured... forever.','Kemento',June 30 2018,Bath UK,https://www.crunchbase.com/organization/kemento,0
'automotive','service',Pre,Low company activity detected,23 Apr 19,~14.1m,5-10,'Venture UK Group LTD',Pre,"'b2c', 'b2b', 'free to use'",52,9,Undisclosed,https://markldavis1966md.wixsite.com/autostone-group-uk?ref=startuptracker,"""The product is mobile car repair  service to customer's homes and work and it provides to fleet customers as well""",'Autostone',March 5 2019,Watford UK,https://startuptracker.io,356
"'advertising', 'education', 'marketing', 'events'","'hardware', 'service'",Publicly,No recent company activity detected,18 Apr 19,~3k,5-10,'Luca Robotics',Post,"'b2c', 'b2b', 'sales', 'subscription'",253,9,Undisclosed,https://www.lucarobotics.com/?ref=startuptracker,"'Specialising in robot hire, robot sales and consulting for events, exhibitions and education clients.'",'Luca Robotics',September 18 2018,Camberley UK,https://crunchbase.com/organization/luca-robotics,1.6m
"'media', 'social networks', 'startups', 'software dev'","'other', 'web app'",Publicly,High company activity detected,17 Apr 19,~14.1k,5-10,'NotMP3',Pre,"'b2c', 'non profit', 'free to use'",3,9,Undisclosed,https://notmp3.com/?ref=startuptracker,'NotMP3 team is obsessed with quality software development and continue to extend the collection of free programs.','NotMP3',February 14 2018,London UK,https://crunchbase.com/organization/notmp3,335.1k
'design','web app',Privately,No recent company activity detected,17 Apr 19,74,1,'Pyrismic',Pre,"'b2c', 'commission'",74,9,Undisclosed,https://www.pyrismic.com/?ref=startuptracker,'Find the perfect remote UI/UX freelancer in just 24 hours.','Pyrismic',March 31 2019,Brighton UK,https://producthunt.com/posts/pyrismic,0
"'e commerce', 'productivity', 'retail', 'sales'","'service', 'web app'",Publicly,Low company activity detected,15 Apr 19,~25.7k,11-50,'multiorders',Pre,"'b2b', 'subscription'",851,9,Undisclosed,https://multiorders.com/?ref=startuptracker,"'We provide a multichannel order, shipping and inventory management solution for e-commerce sellers'",'Multiorders',May 31 2018,London UK,https://www.crunchbase.com/organization/multiorders,185.3k
'productivity','web app',Publicly,No recent company activity detected,12 Apr 19,~917,1,'Duncan McClean',Pre,"'other', 'subscription'",52,9,Self,https://readcast.app?ref=startuptracker,'Turn your reading list into a podcast','ReadCast',March 16 2019,Glasgow UK,https://producthunt.com/posts/readcast,5.1m
"'design', 'marketing', 'startups', 'content'",'service',Publicly,No recent company activity detected,10 Apr 19,35,5-10,'FLUX Content',Pre,"'b2b', 'subscription'",35,9,Undisclosed,http://fluxcontent.stream/?ref=startuptracker,"'On demand quality content experts for Startups, Agencies & Small Businesses'",'FLUX Content',April 9 2019,London UK,https://startuptracker.io,0
"'other', 'analytics', 'security', 'software dev'","'other', 'service'",Publicly,High company activity detected,6 Apr 19,~62.8k,1,"'OpsMatters', 'Gerald Curley'",Pre,"'b2c', 'b2b', 'advertising', 'subscription'",2k,9,Undisclosed,https://opsmatters.com?ref=startuptracker,'The source for News & Information on operational applications & tools','OpsMatters',May 15 2018,London UK,https://crunchbase.com/organization/opsmatters,76.4k
"'finance', 'marketing', 'messaging', 'sales'","'other', 'desktop app', 'web app'",Pre,No recent company activity detected,4 Apr 19,0,5-10,"'Ibby', 'HubSolv', 'Caterina Bassano', 'HubSolv Ltd'",Pre,"'b2b', 'freemium', 'subscription'",96,9,Undisclosed,http://getibby.com/beta-launch?ref=startuptracker,"'Messaging Platform for Marketing, Sales and Support'",'Ibby',January 1 2014,Glasgow UK,https://startuptracker.io,0
"'design', 'productivity', 'ar/vr', 'real estate'",'other',Privately,Low company activity detected,4 Apr 19,73,4,'Akshay Saswade',Pre,"'b2b', 'subscription'",73,9,Undisclosed,http://www.perceptimagery.com?ref=startuptracker,"'Percpet Imagery with its cloud based immersive platform is helping the AEC industry accelerate project delivery, reduce costs and rework.'",'Percept Imagery',January 22 2018,Brighton UK,https://crunchbase.com/organization/percept-imagery,0
"'entertainment', 'gaming', 'music', 'content'",'desktop app',Publicly,High company activity detected,25 Mar 19,~585,4,'Signum Audio',Pre,"'b2b', 'sales'",644,9,Undisclosed,http://www.signumaudio.com/?ref=startuptracker,'Signum Audio is creating a generation of intuitive plugins using our prowess in DSP engineering.','Signum Audio',July 20 2017,Edinburgh UK,https://www.crunchbase.com/organization/signum-audio,7.9m
